-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 03/31/2021 
Location: Latitude  -17.3556   Longitude 30.1809 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1140.31 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
WD2M            MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
 YEAR  MO  DY  HR   T2M  T2MDEW  T2MWET  QV2M   RH2M  PRECTOTCORR    PS  WS2M   WD2M  WS10M  WD10M
 2021   1  10  20 21.47   19.74   20.60 16.36  89.75         0.43 88.33  0.57 255.77   1.42 254.66
 2021   1  10  21 20.64   19.25   19.94 15.87  91.62         0.39 88.33  0.64 263.66   1.59 264.35
 2021   1  10  22 21.19   19.45   20.32 16.05  89.69         0.31 88.44  0.36 212.66   0.76 207.62
 2021   1  10  23 20.87   19.65   20.26 16.24  92.62         0.22 88.40  0.33 201.04   0.78 199.34
 2021   1  11   0 20.48   19.49   19.98 16.11  93.94         0.11 88.32  0.32 180.00   0.80 180.00
 2021   1  11   1 20.19   19.23   19.71 15.81  94.06         0.05 88.24  0.34 149.93   0.79 152.93
 2021   1  11   2 19.58   18.83   19.21 15.44  95.25         0.06 88.19  0.46 132.27   1.15 134.73
 2021   1  11   3 19.13   18.58   18.85 15.20  96.44         0.07 88.21  0.54 130.33   1.43 130.57
 2021   1  11   4 19.33   18.83   19.08 15.44  96.75         0.10 88.31  0.51 136.25   1.34 135.71
 2021   1  11   5 19.60   19.15   19.37 15.75  97.06         0.18 88.38  0.50 152.24   1.24 151.33
 2021   1  11   6 20.23   19.49   19.86 16.05  95.31         0.27 88.42  0.94 162.02   1.61 162.53
 2021   1  11   7 20.90   19.74   20.32 16.30  92.88         0.26 88.43  1.32 174.22   2.13 174.10
 2021   1  11   8 21.97   20.03   21.00 16.60  88.62         0.22 88.43  1.57 179.14   2.43 178.71
 2021   1  11   9 23.16   20.09   21.63 16.66  82.69         0.20 88.43  1.57 161.38   2.41 159.51
 2021   1  11  10 24.20   19.90   22.05 16.48  76.81         0.24 88.39  1.68 126.28   2.71 123.74
 2021   1  11  11 24.51   19.94   22.23 16.54  75.62         0.32 88.34  1.82 109.06   3.04 107.32
 2021   1  11  12 24.50   20.16   22.33 16.78  76.69         0.44 88.30  1.59  97.93   2.72  96.94
 2021   1  11  13 24.63   20.43   22.53 17.09  77.38         0.44 88.25  1.15  77.85   1.99  78.20
 2021   1  11  14 24.28   20.55   22.41 17.21  79.50         0.34 88.21  0.91  30.96   1.53  34.82
 2021   1  11  15 23.46   20.58   22.02 17.27  83.75         0.27 88.20  1.39 341.97   2.21 345.23
 2021   1  11  16 22.44   20.48   21.46 17.15  88.56         0.22 88.23  1.89 331.43   3.07 333.37
 2021   1  11  17 21.62   20.38   21.00 17.03  92.50         0.19 88.32  2.04 329.71   3.38 330.53
 2021   1  11  18 20.97   20.10   20.54 16.72  94.69         0.13 88.41  1.81 329.67   3.08 329.86
 2021   1  11  19 20.45   19.58   20.02 16.17  94.69         0.12 88.47  1.16 337.91   1.99 338.16
 2021   1  11  20 19.89   19.30   19.59 15.87  96.25         0.20 88.51  0.51   7.02   1.02   9.68
 2021   1  11  21 19.35   18.67   19.01 15.26  95.75         0.30 88.50  0.54  47.34   1.18  48.21
 2021   1  11  22 19.33   18.44   18.89 15.08  94.50         0.39 88.48  0.53  61.19   1.04  61.70
 2021   1  11  23 19.36   18.32   18.84 14.95  93.62         0.51 88.46  0.42  74.93   0.74  77.14
 2021   1  12   0 19.58   18.38   18.98 14.95  92.56         0.55 88.43  0.31  84.29   0.48  90.00
 2021   1  12   1 19.33   18.27   18.80 14.89  93.50         0.62 88.39  0.40  75.43   0.65  78.96
 2021   1  12   2 18.78   18.19   18.48 14.77  96.19         0.45 88.40  0.55  69.25   1.11  69.78
 2021   1  12   3 18.58   18.28   18.43 14.89  98.06         0.29 88.44  0.53  69.15   1.38  67.36
 2021   1  12   4 18.58   18.36   18.48 14.95  98.38         0.16 88.47  0.65  65.90   1.59  65.07
 2021   1  12   5 18.58   18.36   18.48 14.95  98.44         0.07 88.50  0.83  69.51   1.87  69.00
 2021   1  12   6 20.00   19.24   19.62 15.81  95.25         0.04 88.53  1.74  81.72   2.86  80.90
 2021   1  12   7 21.37   19.80   20.58 16.36  90.56         0.03 88.56  2.41  90.37   3.82  89.77
 2021   1  12   8 23.20   19.59   21.40 16.11  80.00         0.03 88.59  3.00  85.97   4.74  85.37
 2021   1  12   9 24.93   19.10   22.01 15.62  70.00         0.05 88.60  3.22  81.20   5.03  80.80
 2021   1  12  10 26.03   18.93   22.48 15.50  64.88         0.07 88.58  3.23  77.71   5.02  77.41
 2021   1  12  11 26.67   18.91   22.79 15.50  62.38         0.12 88.52  3.21  77.35   4.99  77.16
 2021   1  12  12 27.30   18.79   23.05 15.38  59.69         0.14 88.45  3.10  77.64   4.79  77.48
 2021   1  12  13 27.33   18.66   23.00 15.26  59.06         0.14 88.39  2.82  76.04   4.36  75.89
 2021   1  12  14 27.19   18.81   23.00 15.44  60.12         0.15 88.35  2.61  72.43   4.06  72.19
 2021   1  12  15 26.40   19.12   22.76 15.69  64.19         0.16 88.35  2.42  67.24   3.82  67.15
 2021   1  12  16 25.08   19.72   22.40 16.30  72.12         0.18 88.38  2.12  59.47   3.44  59.42
 2021   1  12  17 23.53   20.38   21.95 17.03  82.50         0.19 88.44  1.68  49.51   2.85  49.55
 2021   1  12  18 22.08   20.62   21.35 17.21  91.25         0.19 88.50  1.17  41.47   2.18  41.51
 2021   1  12  19 21.41   20.44   20.93 17.03  94.12         0.22 88.54  1.15  39.21   2.15  38.95
 2021   1  12  20 20.99   20.28   20.64 16.85  95.62         0.24 88.57  1.09  40.33   2.03  40.17
 2021   1  12  21 20.75   20.15   20.45 16.72  96.25         0.29 88.59  1.03  47.76   1.92  47.80
 2021   1  12  22 20.57   20.01   20.29 16.60  96.50         0.51 88.59  1.02  60.09   1.89  60.26
 2021   1  12  23 20.30   19.81   20.06 16.36  96.88         1.02 88.54  0.96  66.56   1.83  66.38
 2021   1  13   0 19.97   19.56   19.76 16.11  97.38         1.63 88.48  0.82  59.51   1.64  59.65
 2021   1  13   1 19.75   19.40   19.58 15.99  97.75         2.01 88.45  0.66  51.23   1.42  51.24
 2021   1  13   2 19.75   19.43   19.59 15.99  97.88         2.04 88.45  0.55  53.13   1.24  53.71
 2021   1  13   3 19.76   19.44   19.60 15.99  97.81         1.74 88.48  0.48  59.68   1.19  60.58
 2021   1  13   4 19.37   19.03   19.19 15.56  97.69         1.43 88.51  0.51  59.49   1.36  59.60
 2021   1  13   5 19.15   18.82   18.98 15.38  97.88         1.05 88.57  0.56  62.72   1.50  63.03
 2021   1  13   6 20.08   19.48   19.77 16.05  96.19         0.61 88.62  1.19  77.15   2.10  76.69
 2021   1  13   7 20.90   19.84   20.37 16.42  93.56         0.30 88.64  1.99  87.31   3.17  87.46
 2021   1  13   8 22.27   19.92   21.09 16.48  86.50         0.11 88.64  2.55  90.70   4.02  90.78
 2021   1  13   9 23.96   19.51   21.73 16.05  76.12         0.08 88.62  2.84  90.00   4.44  90.10
 2021   1  13  10 24.98   19.17   22.08 15.75  70.06         0.12 88.56  2.81  87.93   4.37  87.95
 2021   1  13  11 25.62   19.08   22.35 15.62  67.06         0.15 88.51  2.68  87.00   4.13  86.86
 2021   1  13  12 25.82   19.01   22.41 15.56  66.00         0.15 88.46  2.53  88.06   3.90  87.93
 2021   1  13  13 25.78   19.05   22.42 15.62  66.25         0.14 88.41  2.27  92.57   3.49  92.44
 2021   1  13  14 25.56   19.21   22.38 15.81  67.88         0.13 88.35  2.02 103.39   3.12 103.45
 2021   1  13  15 25.10   19.46   22.28 16.05  70.81         0.11 88.30  2.02 116.66   3.21 116.44
 2021   1  13  16 24.40   19.90   22.15 16.54  75.94         0.10 88.29  2.01 119.86   3.31 119.41
 2021   1  13  17 23.32   20.48   21.90 17.15  84.00         0.09 88.31  1.68 115.02   2.94 114.86
 2021   1  13  18 22.12   20.68   21.40 17.33  91.38         0.12 88.35  1.18 104.59   2.28 105.08
 2021   1  13  19 21.69   20.68   21.19 17.33  93.88         0.21 88.39  1.11  84.37   2.10  85.31
 2021   1  13  20 21.40   20.67   21.04 17.27  95.38         0.35 88.44  1.22  63.76   2.23  63.97
 2021   1  13  21 21.16   20.54   20.85 17.15  96.12         0.52 88.52  1.58  54.26   2.82  54.24
 2021   1  13  22 20.78   20.23   20.51 16.78  96.50         0.49 88.55  1.70  55.51   3.03  55.41
 2021   1  13  23 20.15   19.73   19.94 16.30  97.31         0.31 88.50  1.38  59.09   2.57  59.54
 2021   1  14   0 19.58   19.19   19.39 15.75  97.38         0.18 88.44  1.41  68.26   2.65  68.04
 2021   1  14   1 19.08   18.70   18.89 15.32  97.56         0.10 88.40  1.41  75.89   2.64  75.80
 2021   1  14   2 18.76   18.39   18.58 15.01  97.56         0.05 88.39  1.50  82.21   2.75  82.17
 2021   1  14   3 18.52   18.14   18.33 14.77  97.50         0.03 88.41  1.61  85.82   2.89  85.66
 2021   1  14   4 18.30   17.90   18.10 14.53  97.44         0.01 88.44  1.66  88.12   2.99  87.90
 2021   1  14   5 18.17   17.73   17.95 14.40  97.12         0.01 88.50  1.77  89.50   3.16  89.15
 2021   1  14   6 19.17   18.10   18.63 14.71  93.38         0.00 88.54  2.63  88.30   4.30  88.02
 2021   1  14   7 21.37   18.53   19.95 15.14  83.75         0.02 88.55  3.47  82.23   5.58  82.12
 2021   1  14   8 23.76   18.29   21.02 14.89  71.31         0.06 88.53  4.13  76.44   6.58  76.41
 2021   1  14   9 25.46   18.16   21.81 14.77  63.94         0.10 88.50  4.22  71.87   6.67  71.90
 2021   1  14  10 26.58   18.39   22.49 15.01  60.69         0.10 88.44  4.00  66.64   6.24  66.71
 2021   1  14  11 27.30   18.62   22.96 15.26  59.12         0.11 88.38  3.63  60.62   5.62  60.69
 2021   1  14  12 27.55   18.58   23.06 15.20  58.06         0.12 88.32  3.20  53.94   4.92  53.99
 2021   1  14  13 27.08   18.55   22.81 15.20  59.50         0.12 88.27  2.79  47.83   4.32  47.86
 2021   1  14  14 26.38   18.81   22.60 15.44  63.06         0.11 88.23  2.57  43.77   4.02  43.82
 2021   1  14  15 25.47   19.08   22.27 15.69  67.62         0.13 88.22  2.43  43.30   3.85  43.52
 2021   1  14  16 24.42   19.44   21.93 16.05  73.69         0.18 88.24  2.18  45.15   3.54  45.36
 2021   1  14  17 23.26   20.01   21.63 16.60  81.88         0.22 88.29  1.64  46.35   2.75  46.73
 2021   1  14  18 21.85   20.40   21.12 17.03  91.31         0.24 88.34  0.92  49.13   1.79  49.43
 2021   1  14  19 21.16   20.20   20.68 16.85  94.12         0.19 88.38  0.84  56.01   1.75  55.74
 2021   1  14  20 20.76   19.90   20.33 16.48  94.62         0.11 88.41  1.06  67.02   2.13  66.64
 2021   1  14  21 20.47   19.58   20.02 16.17  94.56         0.04 88.44  1.47  73.97   2.74  73.79
 2021   1  14  22 20.08   19.23   19.65 15.81  94.62         0.03 88.41  1.79  78.15   3.21  78.06
 2021   1  14  23 19.66   18.83   19.25 15.44  94.88         0.05 88.33  1.90  78.60   3.40  78.46
 2021   1  15   0 19.34   18.54   18.94 15.20  95.00         0.05 88.27  1.88  77.76   3.35  77.75
 2021   1  15   1 19.17   18.33   18.75 14.95  94.75         0.04 88.24  1.79  81.23   3.20  81.43
 2021   1  15   2 19.05   18.13   18.59 14.77  94.25         0.05 88.22  1.90  85.29   3.37  85.48
 2021   1  15   3 18.85   17.87   18.37 14.53  93.88         0.05 88.20  2.20  87.15   3.84  87.09
 2021   1  15   4 18.67   17.68   18.17 14.34  93.81         0.03 88.20  2.39  84.57   4.18  84.43
 2021   1  15   5 18.65   17.72   18.19 14.40  94.12         0.03 88.22  2.52  75.27   4.41  75.23
 2021   1  15   6 19.18   18.14   18.65 14.77  93.56         0.08 88.28  2.79  65.01   4.78  64.94
 2021   1  15   7 20.31   18.87   19.59 15.50  91.31         0.26 88.34  3.21  52.71   5.35  52.83
 2021   1  15   8 21.38   19.55   20.47 16.11  89.12         0.63 88.39  3.31  45.76   5.41  45.99
 2021   1  15   9 22.23   19.81   21.02 16.42  86.06         0.91 88.39  3.23  42.65   5.22  42.76
 2021   1  15  10 23.13   20.03   21.58 16.66  82.62         0.79 88.34  3.01  39.73   4.84  39.83
 2021   1  15  11 24.40   20.03   22.22 16.66  76.44         0.41 88.28  2.89  31.41   4.58  31.33
 2021   1  15  12 25.44   19.77   22.61 16.42  70.75         0.18 88.23  2.89  23.10   4.53  22.81
 2021   1  15  13 25.15   19.53   22.34 16.17  71.00         0.12 88.19  2.86  12.94   4.55  12.99
 2021   1  15  14 24.10   19.76   21.93 16.42  76.69         0.19 88.16  2.90   1.70   4.69   1.81
 2021   1  15  15 23.40   20.09   21.75 16.72  81.56         0.33 88.16  2.74 356.24   4.46 356.39
 2021   1  15  16 22.98   20.41   21.69 17.09  85.44         0.44 88.18  2.26 356.63   3.72 356.63
 2021   1  15  17 22.37   20.69   21.53 17.40  90.19         0.40 88.23  1.51   6.24   2.62   6.34
 2021   1  15  18 21.12   20.30   20.71 16.91  94.88         0.31 88.29  1.05  20.85   2.15  20.87
 2021   1  15  19 20.65   19.92   20.29 16.54  95.44         0.22 88.33  1.40  31.73   2.73  31.78
 2021   1  15  20 20.39   19.74   20.07 16.36  95.94         0.15 88.36  1.84  39.31   3.36  39.35
 2021   1  15  21 20.19   19.65   19.92 16.24  96.56         0.10 88.38  2.07  44.39   3.67  44.40
 2021   1  15  22 20.00   19.51   19.76 16.11  96.94         0.08 88.36  2.14  46.33   3.77  46.18
 2021   1  15  23 19.81   19.37   19.59 15.99  97.19         0.08 88.28  2.12  46.94   3.74  46.86
 2021   1  16   0 19.66   19.24   19.45 15.87  97.31         0.09 88.21  2.07  46.84   3.66  46.73
 2021   1  16   1 19.51   19.13   19.32 15.75  97.44         0.10 88.17  1.99  44.84   3.55  45.00
 2021   1  16   2 19.36   18.98   19.17 15.62  97.56         0.13 88.17  1.96  40.48   3.51  40.67
 2021   1  16   3 19.27   18.88   19.08 15.50  97.44         0.11 88.19  2.03  37.35   3.63  37.39
 2021   1  16   4 19.35   18.86   19.10 15.50  96.81         0.09 88.23  2.39  33.27   4.21  33.28
 2021   1  16   5 19.42   18.87   19.15 15.50  96.44         0.09 88.30  2.56  33.79   4.49  33.63
 2021   1  16   6 20.17   19.33   19.75 15.93  94.81         0.07 88.36  2.98  36.69   4.95  36.47
 2021   1  16   7 21.53   19.80   20.67 16.42  89.75         0.04 88.38  3.56  35.26   5.79  35.11
 2021   1  16   8 22.43   19.72   21.07 16.30  84.56         0.02 88.38  3.86  24.13   6.30  24.09
 2021   1  16   9 22.88   19.69   21.29 16.30  82.12         0.02 88.37  3.97   7.13   6.43   7.19
 2021   1  16  10 24.25   19.78   22.01 16.42  76.06         0.04 88.33  3.88 351.20   6.19 351.29
 2021   1  16  11 26.08   19.70   22.89 16.30  67.81         0.05 88.25  3.77 341.64   5.89 341.61
 2021   1  16  12 26.89   19.57   23.23 16.17  64.12         0.06 88.18  3.69 339.57   5.75 339.57
 2021   1  16  13 27.16   19.55   23.35 16.17  63.06         0.06 88.13  3.53 339.96   5.53 340.00
 2021   1  16  14 26.97   19.54   23.25 16.17  63.75         0.08 88.09  3.28 339.67   5.17 339.92
 2021   1  16  15 26.02   19.72   22.87 16.36  68.12         0.09 88.08  2.88 338.52   4.60 338.70
 2021   1  16  16 24.94   20.13   22.53 16.78  74.62         0.08 88.12  2.36 337.85   3.85 338.07
 2021   1  16  17 23.75   20.71   22.23 17.40  82.94         0.06 88.18  1.60 340.86   2.74 341.05
 2021   1  16  18 22.14   20.70   21.42 17.40  91.38         0.07 88.25  0.99 348.60   2.05 348.56
 2021   1  16  19 21.32   20.28   20.80 16.91  93.69         0.06 88.30  1.04 358.71   2.20 358.57
 2021   1  16  20 20.99   20.09   20.55 16.72  94.38         0.05 88.34  1.24   7.26   2.48   7.24
 2021   1  16  21 20.68   19.91   20.30 16.54  95.25         0.04 88.36  1.41  13.50   2.73  13.56
 2021   1  16  22 20.40   19.79   20.09 16.36  96.12         0.05 88.34  1.49  16.44   2.84  16.49
 2021   1  16  23 20.19   19.66   19.93 16.30  96.62         0.06 88.29  1.46  16.11   2.76  16.12
 2021   1  17   0 20.00   19.53   19.76 16.17  97.06         0.07 88.25  1.35  14.44   2.57  14.46
 2021   1  17   1 19.87   19.44   19.65 16.05  97.19         0.08 88.23  1.33  13.55   2.53  13.78
 2021   1  17   2 19.73   19.33   19.53 15.93  97.38         0.10 88.22  1.26  12.49   2.43  12.65
 2021   1  17   3 19.60   19.24   19.42 15.87  97.62         0.10 88.24  1.18  12.20   2.31  12.30
 2021   1  17   4 19.52   19.17   19.34 15.81  97.69         0.06 88.28  1.17  13.48   2.31  13.47
 2021   1  17   5 19.53   19.18   19.35 15.75  97.62         0.05 88.33  1.20  14.67   2.36  14.77
 2021   1  17   6 20.27   19.57   19.92 16.17  95.56         0.06 88.39  1.82  16.42   3.08  16.36
 2021   1  17   7 21.15   20.04   20.60 16.66  93.19         0.11 88.42  2.11  13.06   3.37  13.13
 2021   1  17   8 22.23   20.34   21.28 16.97  89.00         0.14 88.41  2.39   2.06   3.79   2.24
 2021   1  17   9 23.27   20.28   21.78 16.91  83.12         0.19 88.40  2.59 351.67   4.08 351.85
 2021   1  17  10 24.15   20.04   22.10 16.66  77.75         0.37 88.37  2.65 340.87   4.13 341.02
 2021   1  17  11 24.74   19.84   22.30 16.48  74.12         0.57 88.31  2.62 330.76   4.09 330.74
 2021   1  17  12 25.19   19.87   22.53 16.48  72.19         0.81 88.27  2.55 323.97   3.97 324.06
 2021   1  17  13 25.05   20.06   22.56 16.72  73.75         1.02 88.24  2.36 321.04   3.69 321.02
 2021   1  17  14 24.69   20.33   22.51 16.97  76.56         1.32 88.23  2.12 321.44   3.32 321.30
 2021   1  17  15 24.20   20.59   22.40 17.27  80.19         0.95 88.22  1.86 325.24   2.95 325.05
 2021   1  17  16 23.50   20.98   22.24 17.64  85.56         0.72 88.23  1.46 334.67   2.39 334.61
 2021   1  17  17 22.62   21.23   21.93 17.94  91.75         0.78 88.26  1.07 350.33   1.88 350.66
 2021   1  17  18 21.69   21.07   21.38 17.76  96.12         0.92 88.30  0.85   8.95   1.73   8.82
 2021   1  17  19 21.34   20.82   21.08 17.52  96.75         1.15 88.33  1.17  24.86   2.28  24.72
 2021   1  17  20 21.17   20.69   20.93 17.33  96.94         0.95 88.34  1.63  37.03   2.99  36.93
 2021   1  17  21 20.94   20.51   20.73 17.15  97.12         0.58 88.33  1.81  42.90   3.26  42.96
 2021   1  17  22 20.64   20.24   20.44 16.85  97.44         0.36 88.31  1.61  41.45   2.92  41.53
 2021   1  17  23 20.34   20.00   20.17 16.60  97.75         0.42 88.28  1.35  30.57   2.50  30.41
 2021   1  18   0 20.25   19.86   20.05 16.48  97.50         0.73 88.26  1.63  24.35   2.93  24.10
 2021   1  18   1 20.27   19.82   20.05 16.48  97.12         1.29 88.23  2.06  29.96   3.60  29.96
 2021   1  18   2 20.31   19.86   20.08 16.48  97.06         1.75 88.21  2.27  36.32   3.95  36.55
 2021   1  18   3 20.28   19.85   20.06 16.48  97.19         1.50 88.20  2.23  34.86   3.91  35.40
 2021   1  18   4 20.14   19.76   19.95 16.36  97.44         0.86 88.25  1.84  29.71   3.32  30.25
 2021   1  18   5 19.96   19.58   19.76 16.17  97.44         0.45 88.31  1.65  30.45   3.01  30.43
 2021   1  18   6 20.28   19.69   19.98 16.30  96.31         0.16 88.37  2.09  37.56   3.56  37.32
 2021   1  18   7 20.51   19.65   20.08 16.24  94.62         0.03 88.38  2.36  40.02   3.94  40.33
 2021   1  18   8 21.05   19.73   20.39 16.36  92.00         0.02 88.37  2.60  25.26   4.26  25.77
 2021   1  18   9 21.91   19.83   20.87 16.42  87.81         0.05 88.38  2.93   0.31   4.76   0.66
 2021   1  18  10 22.76   19.58   21.17 16.17  82.19         0.10 88.38  2.94 346.15   4.70 346.36
 2021   1  18  11 24.12   19.48   21.80 16.11  75.19         0.16 88.34  2.88 340.48   4.46 340.45
 2021   1  18  12 25.73   19.56   22.64 16.17  68.75         0.25 88.29  2.80 337.37   4.24 337.26
 2021   1  18  13 25.98   19.45   22.72 16.05  67.25         0.33 88.24  2.62 336.80   3.98 336.65
 2021   1  18  14 26.07   19.33   22.70 15.93  66.38         0.42 88.21  2.41 337.92   3.68 337.90
 2021   1  18  15 25.58   19.42   22.51 16.05  68.69         0.53 88.19  2.09 339.39   3.21 339.49
 2021   1  18  16 24.64   19.87   22.26 16.54  74.75         0.64 88.20  1.75 344.97   2.78 344.83
 2021   1  18  17 23.49   20.43   21.96 17.09  82.88         0.69 88.23  1.25 352.12   2.15 352.05
 2021   1  18  18 21.97   20.66   21.32 17.33  92.25         0.63 88.28  0.73   1.22   1.62   1.11
 2021   1  18  19 21.26   20.44   20.85 17.09  94.88         0.44 88.33  0.69  17.20   1.57  16.73
 2021   1  18  20 20.80   20.12   20.47 16.72  95.81         0.26 88.38  0.84  32.80   1.78  32.64
 2021   1  18  21 20.48   19.89   20.19 16.48  96.31         0.27 88.44  1.06  43.21   2.12  43.06
 2021   1  18  22 20.20   19.69   19.94 16.30  96.69         0.34 88.44  1.19  48.46   2.31  48.43
 2021   1  18  23 19.87   19.44   19.66 16.05  97.31         0.18 88.38  1.13  52.02   2.20  52.07
 2021   1  19   0 19.67   19.29   19.48 15.87  97.50         0.09 88.31  1.11  55.07   2.12  55.20
 2021   1  19   1 19.57   19.18   19.37 15.81  97.44         0.05 88.27  1.06  56.43   2.02  56.86
 2021   1  19   2 19.50   19.11   19.30 15.75  97.44         0.03 88.27  0.99  55.93   1.89  56.31
 2021   1  19   3 19.49   19.08   19.28 15.69  97.31         0.03 88.29  0.90  48.86   1.74  49.01
 2021   1  19   4 19.48   19.06   19.27 15.69  97.19         0.02 88.32  0.83  40.43   1.62  41.29
 2021   1  19   5 19.44   19.04   19.24 15.62  97.44         0.01 88.37  0.75  34.85   1.49  35.85
 2021   1  19   6 19.92   19.22   19.57 15.81  95.56         0.01 88.42  1.19  27.24   2.01  27.76
 2021   1  19   7 20.58   19.52   20.05 16.11  93.56         0.02 88.44  1.67  12.15   2.65  12.77
 2021   1  19   8 21.69   19.92   20.80 16.48  89.56         0.09 88.48  2.43   0.55   3.89   0.92
 2021   1  19   9 22.76   19.81   21.28 16.42  83.38         0.19 88.52  2.92 348.60   4.71 348.80
 2021   1  19  10 23.32   19.48   21.40 16.05  78.94         0.36 88.52  2.85 338.08   4.56 337.96
 2021   1  19  11 23.59   19.18   21.39 15.75  76.19         0.70 88.50  2.40 330.93   3.78 330.68
 2021   1  19  12 23.60   19.06   21.33 15.62  75.62         1.05 88.46  1.91 323.83   2.98 323.43
